Date,Store,Dept,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
2010-02-05,7,9,-1.1252886420463424,-0.2742042485535409,-1.7683597284786294,-1.5438405796934176,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.3414088372949629,1.0007332751614508
2010-02-12,7,9,-1.0663388818831343,3.6469165057620945,-0.8372385029484185,-1.5625096876833255,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.315544087540722,1.0007332751614508
2010-02-19,7,9,-1.0553080246319537,-0.2742042485535409,-0.753637508073226,-1.6138497346555734,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2936722927682665,1.0007332751614508
2010-02-26,7,9,-1.0260790820007213,-0.2742042485535409,-0.8972131297067076,-1.529838748700987,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2724660426972803,1.0007332751614508
2010-03-05,7,9,-1.077561988278527,-0.2742042485535409,-0.23385740950138348,-1.4504950397438772,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2512597613035972,1.0007332751614508
2010-03-12,7,9,-1.0530267538504667,-0.2742042485535409,-0.7554549210052948,-1.3011421758246127,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2300534799099052,1.0007332751614508
2010-03-19,7,9,-0.8928639275099824,-0.2742042485535409,-0.6470159493918234,-1.2824730678347047,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.230976089999404,1.0007332751614508
2010-03-26,7,9,-0.9946775311477741,-0.2742042485535409,-0.9929302107956944,-1.2241321053662422,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2355868852125766,1.0007332751614508
2010-04-02,7,9,-0.8874803084983168,-0.2742042485535409,-0.0884643749358339,-1.2054629973763342,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2401976491030524,0.8815610114249227
2010-04-09,7,9,-0.8344864139633256,-0.2742042485535409,-0.3592589018141714,-1.1471220349078717,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.244808444316234,0.8815610114249227
2010-04-16,7,9,-0.6529980780372786,-0.2742042485535409,0.1314425898445613,-1.1121174574267938,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.253333449246731,0.8815610114249227
2010-04-23,7,9,-0.5532670662994972,-0.2742042485535409,0.20292749850595695,-1.0864474339406711,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2670774735532866,0.8815610114249227
2010-04-30,7,9,-0.8936104200064047,-0.2742042485535409,-0.04424066025547868,-1.1097838189280556,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2808214665371456,0.8815610114249227
2010-05-07,7,9,-0.7271811717278224,-0.2742042485535409,0.02118620529901909,-1.0981156264343632,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2945654595210132,0.8815610114249227
2010-05-14,7,9,-0.8573608472559346,-0.2742042485535409,0.10236398293145077,-1.0584437719558089,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.307356616011156,0.8815610114249227
2010-05-21,7,9,-0.505209281062554,-0.2742042485535409,0.41677642017945393,-1.0864474339406711,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.3144307222162883,0.8815610114249227
2010-05-28,7,9,-0.026616288586710692,-0.2742042485535409,0.8796109135464556,-1.177459335391472,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.3215047970987237,0.8815610114249227
2010-06-04,7,9,0.4642954375144168,-0.2742042485535409,0.8426568505943784,-1.2638039598447965,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.328578871981159,0.8815610114249227
2010-06-11,7,9,0.14217395921543977,-0.2742042485535409,1.4460379440414124,-1.3011421758246127,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.3356529781863,0.8815610114249227
2010-06-18,7,9,0.08146245104172613,-0.2742042485535409,0.7863170497002275,-1.3244785608119982,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.3298731572131486,0.8815610114249227
2010-06-25,7,9,0.9260791678593662,-0.2742042485535409,1.224919370639637,-1.2287993823637198,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.3189518092204555,0.8815610114249227
2010-07-02,7,9,1.0477940942786073,-0.2742042485535409,1.3079145612041396,-1.1984620818801184,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.3080304612277625,1.0077434083224235
2010-07-09,7,9,1.3778968054441558,-0.2742042485535409,1.1073933343658175,-1.2381339363586739,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2971090819123725,1.0077434083224235
2010-07-16,7,9,0.843581780911943,-0.2742042485535409,1.3612253405448411,-1.266137598343536,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2691009512104419,1.0077434083224235
2010-07-23,7,9,1.050284331521194,-0.2742042485535409,1.5096473966638404,-1.2848067063334438,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.2183104435628553,1.0077434083224235
2010-07-30,7,9,0.8451519227519634,-0.2742042485535409,1.5962774130924804,-1.287140344832182,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.1675199359152686,1.0077434083224235
2010-08-06,7,9,1.2478502254774213,-0.2742042485535409,1.3315409293210414,-1.287140344832182,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.116729428267682,1.0077434083224235
2010-08-13,7,9,1.0186673844698824,-0.2742042485535409,1.2364296525427445,-1.2101302743738116,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.0659389206200955,1.0077434083224235
2010-08-20,7,9,0.4509762367707581,-0.2742042485535409,1.2037162197654951,-1.1891275278851643,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.0553930378164305,1.0077434083224235
2010-08-27,7,9,0.7523958899988407,-0.2742042485535409,1.0813437490061568,-1.1914611663839036,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.0448471550127651,1.0077434083224235
2010-09-03,7,9,0.5467484592747135,-0.2742042485535409,0.6130570168429469,-1.0934483494368858,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.0343012722091,1.0077434083224235
2010-09-10,7,9,0.8110312360098084,3.6469165057620945,0.5318792392105138,-1.077112879945717,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.023755358082738,1.0077434083224235
2010-09-17,7,9,0.29796520718970976,-0.2742042485535409,0.5355140650746537,-1.0304401099709468,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-1.000889975985596,1.0077434083224235
2010-09-24,7,9,0.03671919536469412,-0.2742042485535409,0.47432782969498405,-1.0467755794621156,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.9687849302649598,1.0077434083224235
2010-10-01,7,9,-0.6454830011223919,-0.2742042485535409,0.6221440815032937,-1.1261192884192255,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.9366798845443324,1.2881487347613145
2010-10-08,7,9,-0.6122926973624276,-0.2742042485535409,0.26714275543907523,-1.158790227401564,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.9045748388236962,1.2881487347613145
2010-10-15,7,9,-0.5297014362509413,-0.2742042485535409,-0.23385740950138348,-1.1191183729230096,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.8776414212360312,1.2881487347613145
2010-10-22,7,9,0.9085793519462518,-0.2742042485535409,-0.17448858705378395,-1.1191183729230096,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.8636371366261748,1.2881487347613145
2010-10-29,7,9,-1.0896357489140291,-0.2742042485535409,-0.2992842750558816,-1.1517893119053482,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.8496328833390152,1.2881487347613145
2010-11-05,7,9,-0.17415561175556818,-0.2742042485535409,0.5888248444153554,-1.1961284433813801,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.8356285987291588,1.2881487347613145
2010-11-12,7,9,-1.1095036370617024,-0.2742042485535409,-1.06623253238916,-1.177459335391472,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.8216243141193025,1.2881487347613145
2010-11-19,7,9,-1.1601030974393494,-0.2742042485535409,-0.8578358495118704,-1.1284529269179637,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.8247347207432116,1.2881487347613145
2010-11-26,7,9,-0.9342097100163896,3.6469165057620945,-1.3188529299468037,-1.1657911428977799,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.8306975289220246,1.2881487347613145
2010-12-03,7,9,-1.1353974749737765,-0.2742042485535409,-1.0807718358457152,-1.2358002978599345,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.8366603684235433,1.2881487347613145
2010-12-10,7,9,-1.0009188771105402,-0.2742042485535409,-0.9378020185229233,-1.1984620818801184,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.8426232079250532,1.2881487347613145
2010-12-17,7,9,-0.9190046673330181,-0.2742042485535409,-1.1498335272643516,-1.0817801569431935,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.825010235200761,1.2881487347613145
2010-12-24,7,9,-0.2208927289583585,-0.2742042485535409,-0.8287572425987603,-1.0747792414469777,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.7897154111377828,1.2881487347613145
2010-12-31,7,9,-0.5534490278640858,3.6469165057620945,-1.5726849361258268,-0.9627645935075293,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.7544205870747956,1.2881487347613145
2011-01-07,7,9,-0.9757824622482378,-0.2742042485535409,-1.7950151181489806,-0.8390817530743887,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.7191257630118173,0.5427379086445997
2011-01-14,7,9,-1.0236653586315834,-0.2742042485535409,-1.720501187934136,-0.7714062366109722,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.6846355877551218,0.5427379086445997
2011-01-21,7,9,-1.1292435734378097,-0.2742042485535409,-0.8675287184829071,-0.6267206496891852,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.654973461949607,0.5427379086445997
2011-01-28,7,9,-1.106639832084041,-0.2742042485535409,-1.7938035095276008,-0.5450433022333372,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.6253113048214044,0.5427379086445997
2011-02-04,7,9,-1.0194525947758049,-0.2742042485535409,-2.531067355637079,-0.5380423867371213,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.5956491790158985,0.5427379086445997
2011-02-11,7,9,-1.0332784588159154,3.6469165057620945,-1.7859280534886328,-0.47736778576992067,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.5659870218876869,0.5427379086445997
2011-02-18,7,9,-1.1121803366849632,-0.2742042485535409,-1.3582302101416395,-0.44469684678758103,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.5470226939744232,0.5427379086445997
2011-02-25,7,9,-1.0416538345768083,-0.2742042485535409,-1.3485373411706028,-0.32801492185065617,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.5323374852180527,0.5427379086445997
2011-03-04,7,9,-1.1018689670336934,-0.2742042485535409,-1.0831950530884735,-0.022308278515911342,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.5176522451389853,0.5427379086445997
2011-03-11,7,9,-0.9983366946250689,-0.2742042485535409,-1.1522567445071112,0.30440111130747877,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.5029670363826149,0.5427379086445997
2011-03-18,7,9,-0.8417674484417802,-0.2742042485535409,-0.728799531334945,0.38374482026458856,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.4825088976468018,0.5427379086445997
2011-03-25,7,9,-0.8669694466241816,-0.2742042485535409,-0.8499603934729031,0.4024139282544966,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.45974158691920475,0.5427379086445997
2011-04-01,7,9,-0.8898908169988226,-0.2742042485535409,-0.9020595641922257,0.5120949376952058,-0.3423161829720718,-0.2338331015862444,-0.08916565528056626,-0.2941434926732511,-0.256216361130876,-0.43697427619161655,0.02165134367900027
